TICKER;DATE;SIGMA;OPEN;HIGH;LOW;CLOSE;VOL;WAPRICE
MICEXINDEXCF;29.08.2002;-0.031581032;303.03;303.03;293.46;293.46;6910;296.181
MICEXINDEXCF;30.08.2002;-0.004191372;293.46;293.46;289.42;292.23;6179;292.3913
MICEXINDEXCF;02.09.2002;-0.015912124;292.23;292.77;287.58;287.58;4980;289.5966
MICEXINDEXCF;03.09.2002;-0.010988247;287.58;287.58;284.21;284.42;6603;284.6569
MICEXINDEXCF;04.09.2002;0.003129175;284.42;285.31;279.33;285.31;6486;283.1972
MICEXINDEXCF;05.09.2002;0.002979216;285.31;289.11;285.31;286.16;6498;287.5634
MICEXINDEXCF;06.09.2002;0.008212189;286.16;288.51;284.85;288.51;7440;287.0824
MICEXINDEXCF;09.09.2002;0.003916675;288.51;292.22;288.51;289.64;6487;290.8002
MICEXINDEXCF;10.09.2002;0.016330617;289.64;294.37;289.64;294.37;7682;292.7972
MICEXINDEXCF;11.09.2002;0.012535245;294.37;298.06;294.37;298.06;8061;297.2221
MICEXINDEXCF;12.09.2002;-0.004831242;298.06;298.96;296.51;296.62;7926;297.4363
MICEXINDEXCF;13.09.2002;-0.020565033;296.62;296.62;290.52;290.52;7798;291.7136
MICEXINDEXCF;16.09.2002;-0.004853366;290.52;291.25;288.66;289.11;7138;289.1878
MICEXINDEXCF;17.09.2002;0.01176023;289.11;293.08;289.11;292.51;7505;292.7795
MICEXINDEXCF;18.09.2002;-0.028443472;292.51;292.51;283.71;284.19;7558;284.5469
MICEXINDEXCF;19.09.2002;-0.005981914;284.19;287.05;282.49;282.49;8141;284.5649
MICEXINDEXCF;20.09.2002;0.01030125;282.49;285.4;278.93;285.4;7294;282.9367
MICEXINDEXCF;23.09.2002;0.014225648;285.4;291.2;285.4;289.46;7765;289.9711
MICEXINDEXCF;24.09.2002;0.000518206;289.46;289.61;286.56;289.61;8403;288.6247
MICEXINDEXCF;25.09.2002;0.014813024;289.61;293.9;289.61;293.9;9667;292.659
MICEXINDEXCF;26.09.2002;0.016025859;293.9;299.65;293.9;298.61;8983;298.3303
MICEXINDEXCF;27.09.2002;-0.011084692;298.61;298.7;295.3;295.3;6878;296.8596
MICEXINDEXCF;30.09.2002;-0.018083305;295.3;295.3;289.96;289.96;5857;291.2684
MICEXINDEXCF;01.10.2002;-0.003897089;289.96;289.96;287.15;288.83;8503;288.7318
MICEXINDEXCF;02.10.2002;0.022504587;288.83;295.63;288.83;295.33;7768;294.9464
MICEXINDEXCF;03.10.2002;0.011343243;295.33;298.75;292.47;298.68;9121;297.1018
MICEXINDEXCF;04.10.2002;0.015066292;298.68;303.2;298.66;303.18;8669;302.1726
MICEXINDEXCF;07.10.2002;0.01121446;303.18;306.58;300;306.58;8871;303.7213
MICEXINDEXCF;08.10.2002;0.001011155;306.58;309.49;306.49;306.89;7731;307.306
MICEXINDEXCF;09.10.2002;-0.001075304;306.89;310.16;306.56;306.56;8048;308.5019
MICEXINDEXCF;10.10.2002;-0.027237735;306.56;306.56;298.21;298.21;7540;299.5072
MICEXINDEXCF;11.10.2002;0.003453942;298.21;300.71;298.21;299.24;7227;299.7234
MICEXINDEXCF;14.10.2002;-0.00765272;299.24;299.81;296.92;296.95;5537;298.048
MICEXINDEXCF;15.10.2002;0.021518774;296.95;303.34;296.95;303.34;8687;300.3802
MICEXINDEXCF;16.10.2002;0.01008769;303.34;307.31;303.34;306.4;8673;306.6947
MICEXINDEXCF;17.10.2002;0.012630548;306.4;310.27;305.56;310.27;8806;309.1676
MICEXINDEXCF;18.10.2002;-0.00083798;310.27;313.07;309.96;310.01;7718;311.1618
MICEXINDEXCF;21.10.2002;0.004645011;310.01;311.45;308.72;311.45;8056;310.081
MICEXINDEXCF;22.10.2002;-0.004655643;311.45;313.85;310;310;8049;312.0725
MICEXINDEXCF;23.10.2002;-0.010322581;310;310;306.51;306.8;8663;307.474
MICEXINDEXCF;24.10.2002;-0.017307692;306.8;306.8;301.49;301.49;8616;302.8944
MICEXINDEXCF;25.10.2002;-0.004743109;301.49;301.49;299.01;300.06;7307;299.72
MICEXINDEXCF;28.10.2002;0.022495501;300.06;306.81;300.06;306.81;9413;305.9739
MICEXINDEXCF;29.10.2002;-0.001662267;306.81;308.18;306.3;306.3;8277;307.0978
MICEXINDEXCF;30.10.2002;0.001828273;306.3;306.86;304.68;306.86;9649;305.5576
MICEXINDEXCF;31.10.2002;0.014827609;306.86;311.61;306.86;311.41;9322;311.2111
MICEXINDEXCF;01.11.2002;-0.002151504;311.41;312.14;310.14;310.74;9336;310.7631
MICEXINDEXCF;04.11.2002;0.005921349;310.74;313.98;310.44;312.58;8613;312.664
MICEXINDEXCF;05.11.2002;-0.02015484;312.58;312.83;306.28;306.28;7747;308.8147
MICEXINDEXCF;06.11.2002;-0.01430064;306.28;306.28;301.86;301.9;6695;302.693
MICEXINDEXCF;10.11.2002;-0.00606161;301.9;301.9;299.49;300.07;6651;300.0839
MICEXINDEXCF;11.11.2002;0.006565135;300.07;302.04;299.53;302.04;8386;300.6475
MICEXINDEXCF;12.11.2002;0.022348033;302.04;308.79;302.04;308.79;9150;307.6625
MICEXINDEXCF;13.11.2002;0.002007837;308.79;311.31;308.79;309.41;9738;309.8858
MICEXINDEXCF;14.11.2002;-0.007756698;309.41;309.41;306.56;307.01;9019;306.8898
MICEXINDEXCF;15.11.2002;0.008045341;307.01;309.95;307.01;309.48;7178;309.2511
MICEXINDEXCF;18.11.2002;0.013248029;309.48;313.85;309.46;313.58;9414;312.7653
MICEXINDEXCF;19.11.2002;-0.012213789;313.58;313.58;308.3;309.75;9298;309.2908
MICEXINDEXCF;20.11.2002;0.002776433;309.75;310.84;308.55;310.61;8916;310.1781
MICEXINDEXCF;21.11.2002;0.016741251;310.61;315.81;310.61;315.81;7922;314.3543
MICEXINDEXCF;22.11.2002;0.001266584;315.81;319.55;315.81;316.21;8154;317.683
MICEXINDEXCF;25.11.2002;0.008254008;318.5;318.96;317.94;318.82;234;318.5786
MICEXINDEXCF;26.11.2002;0.000282291;318.82;322.26;318.82;318.91;9664;320.3239
MICEXINDEXCF;27.11.2002;-0.003762817;318.91;318.91;314.1;317.71;8408;316.1138
MICEXINDEXCF;28.11.2002;0.011101004;317.71;321.4033;317.0106;321.2369;7666;318.7991
MICEXINDEXCF;29.11.2002;0.000527959;321.24;322.3008;319.1963;321.4065;7662;320.901
MICEXINDEXCF;02.12.2002;-0.010081314;321.41;326.0426;318.0132;318.1663;9811;323.1039
MICEXINDEXCF;03.12.2002;-0.010428823;318.17;318.8968;313.6716;314.8482;10021;316.4657
MICEXINDEXCF;04.12.2002;-0.01626244;314.85;316.6937;308.1058;309.728;8853;311.8156
MICEXINDEXCF;05.12.2002;0.003263186;309.73;312.486;309.728;310.7387;7746;311.4592
MICEXINDEXCF;06.12.2002;0.008552523;310.74;313.4436;310.6525;313.3963;6229;312.4124
MICEXINDEXCF;09.12.2002;0.00122369;313.4;317.048;311.1225;313.7798;9659;313.814
MICEXINDEXCF;10.12.2002;-0.015132905;313.78;314.0199;309.0104;309.0314;9634;311.9142
MICEXINDEXCF;11.12.2002;-0.011040302;309.03;309.6768;303.5145;305.6196;9084;306.3934
MICEXINDEXCF;15.12.2002;0.002672603;305.62;306.4866;301.4459;306.4364;6565;304.7172
MICEXINDEXCF;16.12.2002;-0.01389489;306.44;307.7117;298.8003;302.1785;9786;303.6405
MICEXINDEXCF;17.12.2002;0.02978339;302.18;311.5467;302.1785;311.1784;9257;308.046
MICEXINDEXCF;18.12.2002;-0.010188046;311.18;313.358;306.9086;308.0081;8995;309.4316
MICEXINDEXCF;19.12.2002;0.017839466;308.01;313.586;308.0081;313.5028;8842;311.9992
MICEXINDEXCF;20.12.2002;0.002813053;313.5;314.9871;311.3256;314.3847;7050;313.0807
MICEXINDEXCF;23.12.2002;0.000574455;314.38;316.05;311.8929;314.5653;7572;314.4197
MICEXINDEXCF;24.12.2002;-0.00933574;314.57;315.8862;311.4595;311.6286;6608;313.6056
MICEXINDEXCF;25.12.2002;0.008677637;311.63;314.3522;307.7246;314.3328;6806;310.2558
MICEXINDEXCF;26.12.2002;0.004262043;314.33;315.7665;312.8389;315.6725;5748;314.6995
MICEXINDEXCF;27.12.2002;0.009912172;315.67;319.4096;314.8681;318.8015;5816;317.4883
MICEXINDEXCF;30.12.2002;-0.003681915;318.8;318.8015;316.8082;317.6277;4452;317.9876
MICEXINDEXCF;31.12.2002;0.004025468;317.63;319.1427;317.3495;318.9063;1316;318.2714
MICEXINDEXCF;04.01.2003;0.006315648;320.05;321.808;318.8298;320.9204;4744;320.7661
MICEXINDEXCF;05.01.2003;-0.004323502;320.92;320.9212;319.2903;319.5329;4202;320.2068
MICEXINDEXCF;08.01.2003;-0.010638028;319.53;319.5329;309.5109;316.1337;7938;315.1067
MICEXINDEXCF;09.01.2003;0.019813452;316.13;322.3983;316.0174;322.3974;8177;320.0887
MICEXINDEXCF;10.01.2003;-0.001643314;322.4;323.7445;319.7438;321.8676;8122;322.1889
MICEXINDEXCF;13.01.2003;-0.001862256;321.87;324.8641;321.0967;321.2682;7447;323.2478
MICEXINDEXCF;14.01.2003;-0.003117022;321.27;323.3437;319.5496;320.2668;8013;321.1366
MICEXINDEXCF;15.01.2003;0.009106782;320.27;324.6155;320.2637;323.1834;9085;322.6026
MICEXINDEXCF;16.01.2003;-0.000802021;323.18;324.8905;322.5284;322.9242;8048;323.7861
MICEXINDEXCF;17.01.2003;-0.016992842;322.92;322.9244;317.2544;317.4368;7950;319.7019
MICEXINDEXCF;20.01.2003;0.001599058;317.44;319.3825;317.0135;317.9444;5942;318.2025
MICEXINDEXCF;21.01.2003;-0.038432506;317.94;319.4113;305.0746;305.725;9705;311.8862
MICEXINDEXCF;22.01.2003;0.001409437;305.73;308.4241;302.7105;306.1559;8855;305.778
MICEXINDEXCF;23.01.2003;-0.005883604;306.16;309.8283;300.0384;304.3546;9901;304.8371
MICEXINDEXCF;24.01.2003;-0.001275486;304.35;307.2123;302.1355;303.9664;8439;304.7877
MICEXINDEXCF;27.01.2003;-0.004326136;303.97;303.97;295.3209;302.6514;9511;299.0169
MICEXINDEXCF;28.01.2003;0.011736605;302.65;306.2432;302.2739;306.2035;9443;303.9729
MICEXINDEXCF;29.01.2003;0.003333078;306.2;309.4731;304.4761;307.2241;8636;306.8132
MICEXINDEXCF;30.01.2003;0.01239063;307.22;311.3519;307.22;311.0308;8240;309.8158
MICEXINDEXCF;31.01.2003;-0.010445268;311.03;311.0308;306.0433;307.782;7780;308.2553
MICEXINDEXCF;03.02.2003;0.012185248;307.78;311.562;307.78;311.5324;8674;310.067
MICEXINDEXCF;04.02.2003;-0.002573087;311.53;314.3963;308.4555;310.7308;9339;311.5452
MICEXINDEXCF;05.02.2003;0.000143211;310.73;311.4946;308.6743;310.7753;6779;310.2372
MICEXINDEXCF;06.02.2003;-0.008340753;310.78;311.8323;308.0723;308.1832;8067;309.8225
MICEXINDEXCF;07.02.2003;0.019984866;308.18;316.364;308.1079;314.3422;8011;313.3537
MICEXINDEXCF;10.02.2003;0.025679976;314.34;322.8292;314.3083;322.4145;8516;320.869
MICEXINDEXCF;11.02.2003;0.036393835;322.41;334.4162;322.41;334.1484;8584;329.4551
MICEXINDEXCF;12.02.2003;-0.012411252;334.15;336.1263;329.1766;330.0012;10166;331.8784
MICEXINDEXCF;13.02.2003;-0.001346662;330;331.3425;326.4145;329.5568;8288;328.9204
MICEXINDEXCF;14.02.2003;0.006482949;329.56;332.1639;328.2827;331.6933;9413;330.5478
MICEXINDEXCF;17.02.2003;0.005674519;331.69;335.6492;331.69;333.5755;7669;333.9153
MICEXINDEXCF;18.02.2003;0.001314545;333.58;335.4378;332.3657;334.014;7851;333.6969
MICEXINDEXCF;19.02.2003;-0.018946811;334.01;334.663;327.1858;327.6855;9175;330.021
MICEXINDEXCF;20.02.2003;0.008936923;327.69;332.3315;326.4252;330.614;7738;329.6128
MICEXINDEXCF;21.02.2003;0.008483004;330.61;333.5358;329.2467;333.4186;6676;331.6131
MICEXINDEXCF;25.02.2003;0.006976215;333.42;336.1556;332.9989;335.7446;7223;335.2194
MICEXINDEXCF;26.02.2003;-0.000227852;335.74;338.0312;334.3459;335.6681;6861;336.0401
MICEXINDEXCF;27.02.2003;0.007996292;335.67;338.3549;333.9838;338.3522;7737;336.2853
MICEXINDEXCF;28.02.2003;0.009366276;338.35;341.5358;337.6753;341.5213;8364;339.4283
MICEXINDEXCF;03.03.2003;0.031394528;341.52;352.4298;341.52;352.2432;;
MICEXINDEXCF;04.03.2003;-0.010902695;352.24;353.3022;347.548;348.4028;;
MICEXINDEXCF;05.03.2003;0.026550877;348.4;358.3621;345.0087;357.6532;;
MICEXINDEXCF;06.03.2003;0.006481139;357.65;363.3684;357.65;359.9712;;
MICEXINDEXCF;07.03.2003;-0.014166133;359.97;359.9712;354.5339;354.8718;;
MICEXINDEXCF;11.03.2003;-0.014028728;354.87;354.8718;347.1034;349.8934;;
MICEXINDEXCF;12.03.2003;-0.019013219;349.89;352.0154;342.0728;343.2408;;
MICEXINDEXCF;13.03.2003;0.010451263;343.24;348.2811;343.1255;346.8281;;
MICEXINDEXCF;14.03.2003;-0.003398802;346.83;349.6467;345.3712;345.6493;;
MICEXINDEXCF;17.03.2003;-0.02263161;345.65;345.65;335.9511;337.8267;;
MICEXINDEXCF;18.03.2003;-0.022750126;337.83;339.5516;328.6456;330.1411;;
MICEXINDEXCF;19.03.2003;0.011605644;330.14;334.4017;329.3592;333.9726;;
MICEXINDEXCF;20.03.2003;0.002803224;333.97;336.7473;331.0337;334.9088;;
MICEXINDEXCF;21.03.2003;0.011487605;334.91;338.9168;334.6208;338.7561;;
MICEXINDEXCF;24.03.2003;-0.01904438;338.76;339.7279;330.6221;332.3047;;
MICEXINDEXCF;25.03.2003;0.003822396;332.3;335.3417;331.2688;333.5749;;
MICEXINDEXCF;26.03.2003;-0.000817807;333.57;335.2202;332.678;333.3021;;
MICEXINDEXCF;27.03.2003;-0.00181637;333.3;335.4017;332.1932;332.6967;;
MICEXINDEXCF;28.03.2003;0.000561172;332.7;334.8383;330.6354;332.8834;;
MICEXINDEXCF;31.03.2003;-0.02201071;332.88;332.8835;322.8308;325.5564;;
MICEXINDEXCF;01.04.2003;0.005785787;325.56;328.702;324.5006;327.44;;
MICEXINDEXCF;02.04.2003;0.010933606;327.44;331.1226;327.44;331.0201;;
MICEXINDEXCF;03.04.2003;-0.01231315;331.02;331.7422;326.9392;326.9442;;
MICEXINDEXCF;04.04.2003;0.010968538;326.94;331.0854;325.9994;330.5303;;
MICEXINDEXCF;07.04.2003;0.017467688;330.53;336.8747;330.53;336.3039;;
MICEXINDEXCF;08.04.2003;0.003499216;336.3;339.9974;334.8166;337.4807;;
MICEXINDEXCF;09.04.2003;-0.002805197;337.48;339.6347;335.3613;336.534;;
MICEXINDEXCF;10.04.2003;0.000684032;336.53;338.6795;335.0284;336.7642;;
MICEXINDEXCF;11.04.2003;0.004296775;336.76;339.2278;336.7596;338.2112;;
MICEXINDEXCF;14.04.2003;0.011168465;338.21;342.9016;337.3942;341.9885;;
MICEXINDEXCF;15.04.2003;0.011644251;341.99;346.2123;340.6772;345.9707;;
MICEXINDEXCF;16.04.2003;-0.003869692;345.97;352.2129;344.046;344.6319;;
MICEXINDEXCF;17.04.2003;0.011554357;344.63;348.9216;343.4477;348.6139;;
MICEXINDEXCF;18.04.2003;0.023523158;348.61;357.0857;348.61;356.8144;;
MICEXINDEXCF;21.04.2003;0.019833561;356.81;370.0736;356.81;363.8913;;
MICEXINDEXCF;22.04.2003;0.00273186;363.89;371.9012;361.7939;364.8854;;
MICEXINDEXCF;23.04.2003;0.022376615;364.89;373.5642;363.3456;373.0503;;
MICEXINDEXCF;24.04.2003;-0.018333721;373.05;373.079;364.162;366.2109;;
MICEXINDEXCF;25.04.2003;0.015695327;366.21;373.2267;365.3963;371.9587;;
MICEXINDEXCF;28.04.2003;0.028976873;371.96;386.9556;371.9587;382.7369;;
MICEXINDEXCF;29.04.2003;-0.016911095;382.74;384.2963;372.7339;376.2644;;
MICEXINDEXCF;30.04.2003;-0.017251699;376.26;379.2989;368.8789;369.7732;;
MICEXINDEXCF;05.05.2003;0.028255428;369.77;380.6962;369.77;380.2213;;
MICEXINDEXCF;06.05.2003;-0.00089369;380.22;382.4502;376.2229;379.8815;;
MICEXINDEXCF;07.05.2003;-0.010587249;379.88;380.5372;375.7664;375.8596;;
MICEXINDEXCF;08.05.2003;-0.002842551;375.86;377.9126;372.8717;374.7912;;
MICEXINDEXCF;12.05.2003;0.027963837;374.79;385.5626;374.7676;385.2718;;
MICEXINDEXCF;13.05.2003;-0.001846748;385.27;388.9002;380.9966;384.5603;;
MICEXINDEXCF;14.05.2003;0.006437742;384.56;388.6026;383.9683;387.036;;
MICEXINDEXCF;15.05.2003;0.012354665;387.04;391.8186;387.01;391.8177;;
MICEXINDEXCF;16.05.2003;0.020208633;391.82;400.4248;390.1085;399.7358;;
MICEXINDEXCF;19.05.2003;0.011492841;399.74;411.1097;399.631;404.3299;;
MICEXINDEXCF;20.05.2003;-0.012014447;404.33;404.3332;392.9281;399.4721;;
MICEXINDEXCF;21.05.2003;-0.000251832;399.47;404.4535;396.5367;399.3715;;
MICEXINDEXCF;22.05.2003;0.029660103;399.37;411.242;398.9013;411.2169;;
MICEXINDEXCF;23.05.2003;0.009837144;411.22;421.6972;410.814;415.2621;;
MICEXINDEXCF;26.05.2003;0.013793457;415.26;423.36;415.09;420.99;;
MICEXINDEXCF;27.05.2003;0.003753058;420.99;422.79;416.56;422.57;;
MICEXINDEXCF;28.05.2003;0.009560546;422.57;429.65;422.57;426.61;;
MICEXINDEXCF;29.05.2003;-0.014181571;426.61;426.61;412.75;420.56;;
MICEXINDEXCF;30.05.2003;0.001236447;420.56;424.63;419.73;421.08;;
MICEXINDEXCF;02.06.2003;-0.017668852;421.08;424.52;412.43;413.64;;
MICEXINDEXCF;03.06.2003;0.015520743;413.64;420.17;412.79;420.06;;
MICEXINDEXCF;04.06.2003;0.008951102;420.06;424.83;420.06;423.82;;
MICEXINDEXCF;05.06.2003;-0.008848096;423.82;426.58;419.45;420.07;;
MICEXINDEXCF;06.06.2003;0.02694789;420.07;432.19;418.7;431.39;;
MICEXINDEXCF;09.06.2003;0.013329006;431.39;440.72;431.09;437.14;;
MICEXINDEXCF;10.06.2003;-0.035800888;437.14;440.57;421.49;421.49;;
MICEXINDEXCF;11.06.2003;0.020403806;421.49;431.48;420.75;430.09;;
MICEXINDEXCF;16.06.2003;0.051733358;430.09;452.55;430.09;452.34;;
MICEXINDEXCF;17.06.2003;0.009727196;452.34;461.77;452.34;456.74;;
MICEXINDEXCF;18.06.2003;-0.010596838;456.74;461.88;451.39;451.9;;
MICEXINDEXCF;19.06.2003;-0.023655676;451.9;456.83;438.42;441.21;;
MICEXINDEXCF;20.06.2003;0.005348927;441.21;446.22;440.53;443.57;;
MICEXINDEXCF;21.06.2003;0.007822892;443.57;448.72;443.57;447.04;;
MICEXINDEXCF;23.06.2003;-0.013086077;447.04;449.44;438.74;441.19;;
MICEXINDEXCF;24.06.2003;0.005439833;441.19;447.27;440.39;443.59;;
MICEXINDEXCF;25.06.2003;0.025947384;443.59;455.12;443.43;455.1;;
MICEXINDEXCF;26.06.2003;-0.015271369;455.1;457.79;445.86;448.15;;
MICEXINDEXCF;27.06.2003;0.006404106;448.15;452.94;448.15;451.02;;
MICEXINDEXCF;30.06.2003;0.009800009;451.02;455.44;451.02;455.44;;
MICEXINDEXCF;01.07.2003;-0.00061479;455.44;455.44;455.16;455.16;;
MICEXINDEXCF;02.07.2003;0.02816592;455.16;468.56;454.91;467.98;;
MICEXINDEXCF;03.07.2003;-0.014957904;467.98;467.98;456.63;460.98;;
MICEXINDEXCF;04.07.2003;0.011931103;460.98;466.95;456.44;466.48;;
MICEXINDEXCF;07.07.2003;0.003365632;466.48;473.85;466.4;468.05;;
MICEXINDEXCF;08.07.2003;-0.010511697;468.05;469.57;458.83;463.13;;
MICEXINDEXCF;09.07.2003;-0.035497592;463.13;463.76;445.04;446.69;;
MICEXINDEXCF;10.07.2003;-0.029819338;446.69;446.69;431.06;433.37;;
MICEXINDEXCF;11.07.2003;-0.014098807;433.37;437.25;421.46;427.26;;
MICEXINDEXCF;14.07.2003;0.028179563;427.26;439.32;427.16;439.3;;
MICEXINDEXCF;15.07.2003;-0.001707262;439.3;444.28;433.41;438.55;;
MICEXINDEXCF;16.07.2003;-0.064553643;438.55;439.13;408.58;410.24;;
MICEXINDEXCF;17.07.2003;-0.04463241;410.24;415.23;386.23;391.93;;
MICEXINDEXCF;18.07.2003;0.01752864;391.93;405.48;391.66;398.8;;
MICEXINDEXCF;21.07.2003;0.028410231;398.8;411.01;398.79;410.13;;
MICEXINDEXCF;22.07.2003;0.021871114;410.13;420.81;408.94;419.1;;
MICEXINDEXCF;23.07.2003;-0.012216655;419.1;420.66;411.08;413.98;;
MICEXINDEXCF;24.07.2003;0.03096768;413.98;427;413.98;426.8;;
MICEXINDEXCF;25.07.2003;0.003069353;426.8;434.38;423.56;428.11;;
MICEXINDEXCF;28.07.2003;-0.000350377;428.11;433.36;425.29;427.96;;
MICEXINDEXCF;29.07.2003;-0.025446303;427.96;427.96;411.41;417.07;;
MICEXINDEXCF;30.07.2003;0.01285156;417.07;424.94;415.87;422.43;;
MICEXINDEXCF;31.07.2003;0.018630306;422.43;430.8;421.98;430.3;;
MICEXINDEXCF;01.08.2003;-0.025749477;430.3;430.3;417.22;419.22;;
MICEXINDEXCF;04.08.2003;0.005796479;419.22;425.08;418.83;421.65;;
MICEXINDEXCF;05.08.2003;0.006545713;421.65;426.07;421.4;424.41;;
MICEXINDEXCF;06.08.2003;0.017648029;424.41;431.97;417.67;431.9;;
MICEXINDEXCF;07.08.2003;0.000162075;431.9;436.85;431.87;431.97;;
MICEXINDEXCF;08.08.2003;0.003472463;431.97;435.1;429.04;433.47;;
MICEXINDEXCF;11.08.2003;0.021893095;433.47;443.35;433.32;442.96;;
MICEXINDEXCF;12.08.2003;0.009752574;442.96;447.34;440.83;447.28;;
MICEXINDEXCF;13.08.2003;0.013593275;447.28;454.66;447.28;453.36;;
MICEXINDEXCF;14.08.2003;0.009705311;453.36;457.8;448.57;457.76;;
MICEXINDEXCF;15.08.2003;0.014352499;457.76;468.67;456.89;464.33;;
MICEXINDEXCF;18.08.2003;0.022785519;464.33;476.02;462.47;474.91;;
MICEXINDEXCF;19.08.2003;0.002653134;474.91;478.48;471.32;476.17;;
MICEXINDEXCF;20.08.2003;-0.013230569;476.17;476.45;462.55;469.87;;
MICEXINDEXCF;21.08.2003;0.017962415;469.87;478.76;468.76;478.31;;
MICEXINDEXCF;22.08.2003;0.003449646;478.31;481.71;471.04;479.96;;
MICEXINDEXCF;25.08.2003;-0.005333778;479.96;480.54;471.3;477.4;;
MICEXINDEXCF;26.08.2003;-0.013133641;477.4;477.45;469.2;471.13;;
MICEXINDEXCF;27.08.2003;-0.00244094;471.13;474.59;468.46;469.98;;
MICEXINDEXCF;28.08.2003;0.013553768;469.98;479.52;469.84;476.35;;
MICEXINDEXCF;29.08.2003;0.01605962;476.35;484.5;476.35;484;;
MICEXINDEXCF;01.09.2003;0.016322314;484;493.48;484;491.9;;
MICEXINDEXCF;02.09.2003;0.018560683;491.9;501.49;491.09;501.03;;
MICEXINDEXCF;03.09.2003;-0.01181566;501.03;506.7;493.88;495.11;;
MICEXINDEXCF;04.09.2003;0.014501828;495.11;503.8;487.1;502.29;;
MICEXINDEXCF;05.09.2003;-0.008899241;502.29;505.03;496.88;497.82;;
MICEXINDEXCF;08.09.2003;-0.010083966;497.82;497.91;489.72;492.8;;
MICEXINDEXCF;09.09.2003;-0.005174513;492.8;498.06;489.95;490.25;;
MICEXINDEXCF;10.09.2003;0.010341662;490.25;495.34;484.73;495.32;;
MICEXINDEXCF;11.09.2003;-0.006945005;495.32;500.15;490.54;491.88;;
MICEXINDEXCF;12.09.2003;0.012889323;491.88;499.56;490.92;498.22;;
MICEXINDEXCF;15.09.2003;0.015214162;498.22;507.71;498.22;505.8;;
MICEXINDEXCF;16.09.2003;0.002530645;505.8;508.27;500.01;507.08;;
MICEXINDEXCF;17.09.2003;-0.009781494;507.08;512.06;500.2;502.12;;
MICEXINDEXCF;18.09.2003;-0.000517805;502.12;505.75;499.74;501.86;;
MICEXINDEXCF;19.09.2003;-0.008946718;501.86;504.84;494.02;497.37;;
MICEXINDEXCF;22.09.2003;-0.009489917;497.37;497.62;490.38;492.65;;
MICEXINDEXCF;23.09.2003;0.024094185;492.65;504.67;492.64;504.52;;
MICEXINDEXCF;24.09.2003;0.006342662;504.52;512.56;504.52;507.72;;
MICEXINDEXCF;25.09.2003;-0.007661703;507.72;508.52;503.29;503.83;;
MICEXINDEXCF;26.09.2003;-0.002401604;503.83;507.68;499.99;502.62;;
MICEXINDEXCF;29.09.2003;0.026680196;502.62;516.12;501.35;516.03;;
MICEXINDEXCF;30.09.2003;-0.00166657;516.03;520.54;514.04;515.17;;
MICEXINDEXCF;01.10.2003;0.011530175;515.17;523.57;513.18;521.11;;
MICEXINDEXCF;02.10.2003;0.023296425;521.11;533.95;521.11;533.25;;
MICEXINDEXCF;03.10.2003;0.004781997;533.25;547.07;533.25;535.8;;
MICEXINDEXCF;06.10.2003;0.008883912;535.8;540.56;530.15;540.56;;
MICEXINDEXCF;07.10.2003;0.010655616;540.56;550.38;540.56;546.32;;
MICEXINDEXCF;08.10.2003;0.038805096;546.32;570.11;533.11;567.52;;
MICEXINDEXCF;09.10.2003;-0.014395968;567.52;584.14;557.42;559.35;;
MICEXINDEXCF;10.10.2003;-0.015571646;559.35;560.39;547.83;550.64;;
MICEXINDEXCF;13.10.2003;0.030400988;550.64;567.49;550.64;567.38;;
MICEXINDEXCF;14.10.2003;0.005798583;567.38;586.7;567.38;570.67;;
MICEXINDEXCF;15.10.2003;0.002610966;570.67;579.36;568.06;572.16;;
MICEXINDEXCF;16.10.2003;0.013877237;572.16;582.83;572.16;580.1;;
MICEXINDEXCF;17.10.2003;0.005171522;580.1;583.62;577.32;583.1;;
MICEXINDEXCF;20.10.2003;-0.005882353;583.1;591.32;578.74;579.67;;
MICEXINDEXCF;21.10.2003;-0.045232632;579.67;580.75;549.2;553.45;;
MICEXINDEXCF;22.10.2003;-0.047574307;553.45;553.45;525.62;527.12;;
MICEXINDEXCF;23.10.2003;0.007190014;527.12;532.82;521.96;530.91;;
MICEXINDEXCF;24.10.2003;0.009587312;530.91;541.95;530.56;536;;
MICEXINDEXCF;27.10.2003;-0.066380597;536;536;454.46;500.42;;
MICEXINDEXCF;28.10.2003;0.018484473;500.42;516.26;495.44;509.67;;
MICEXINDEXCF;29.10.2003;-0.02221045;509.67;512.29;485.73;498.35;;
MICEXINDEXCF;30.10.2003;-0.099508378;498.35;498.35;448.39;448.76;;
MICEXINDEXCF;31.10.2003;0.044767805;448.76;472.27;448.76;468.85;;
MICEXINDEXCF;03.11.2003;0.079769649;468.85;506.5;468.85;506.25;;
MICEXINDEXCF;04.11.2003;-0.006854321;506.25;508.84;496.89;502.78;;
MICEXINDEXCF;05.11.2003;-0.019252954;502.78;503.88;487.42;493.1;;
MICEXINDEXCF;06.11.2003;-0.000425877;493.1;499.63;485.05;492.89;;
MICEXINDEXCF;10.11.2003;0.001683946;492.89;500.12;492.88;493.72;;
MICEXINDEXCF;11.11.2003;-0.022502633;493.72;494.96;477.35;482.61;;
MICEXINDEXCF;12.11.2003;-0.016141398;482.61;484.71;463.27;474.82;;
MICEXINDEXCF;13.11.2003;0.001284697;474.82;482.46;474.27;475.43;;
